gid,state,lat,long
4204287,Uttar Pradesh,29.6829,77.491
4204288,Tamil Nadu,11.1521,77.2134
4204289,Andhra Pradesh,17.8653,82.3559
4204290,Uttar Pradesh,26.6314,82.9835
4204291,Maharashtra,19.7444,73.7819
4204292,West Bengal,21.7509,87.4484
4204293,Andhra Pradesh,14.0261,78.0014
4204294,Tamil Nadu,9.9014,78.3005
4204295,West Bengal,26.223,89.4836
4204296,West Bengal,26.1441,89.4986
4204297,Uttar Pradesh,26.4589,82.9688
4204298,Karnataka,13.2268,78.3135
4204299,West Bengal,24.1222,88.4865
4204300,West Bengal,22.9367,88.1674
4204301,Andhra Pradesh,18.1251,83.2923
4204302,Tamil Nadu,10.2862,77.9427
4204303,Uttar Pradesh,26.6312,82.7333
4204304,Andhra Pradesh,18.2878,82.7914
4204305,Odisha,20.3249,86.2816
4204306,West Bengal,25.2357,87.9747
4204307,Odisha,20.3691,86.3488
4204308,West Bengal,26.4755,89.7627
4204309,Odisha,22.1762,86.6973
4204310,Andhra Pradesh,15.5498,79.1022
4204311,Uttar Pradesh,26.6391,82.0447
4204312,West Bengal,22.7069,88.4507
4204313,Uttar Pradesh,25.6529,82.9933
4204314,Uttarakhand,30.0368,78.4639
4204315,West Bengal,24.3928,88.301
4204316,Odisha,19.5869,82.8465
4204317,Andhra Pradesh,16.3968,80.1505
4204318,Kerala,11.5001,76.1596
4204319,Karnataka,12.0882,77.2383
4204320,Andhra Pradesh,14.1757,79.7426
4204321,Uttar Pradesh,25.9983,82.7702
4204322,Uttar Pradesh,27.891,81.647
4204323,Jharkhand,23.2598,84.7807
4204324,Andhra Pradesh,16.5804,82.0018
4204325,Punjab,30.327,74.7123
4204326,Andhra Pradesh,14.5657,78.7947
4204327,Goa,15.2896,74.0571
4204328,Andhra Pradesh,14.7502,78.5561
4204329,West Bengal,23.5735,88.4764
4204330,West Bengal,23.1973,87.8404
4204331,Uttar Pradesh,27.753,80.0586
4204332,Tamil Nadu,9.939,77.3079
4204333,West Bengal,23.2552,88.4033
4204334,Tamil Nadu,11.4016,79.1229
4204335,Assam,26.5401,92.7859
4204336,Rajasthan,27.0392,76.2981
4204337,Rajasthan,27.0622,75.0474
4204338,Haryana,28.4031,76.6761
4204339,Uttar Pradesh,26.7555,83.2135
4204340,Uttar Pradesh,28.0885,78.0548
4204341,West Bengal,22.0459,87.3496
4204342,Maharashtra,18.8616,76.868
4204343,Tamil Nadu,11.095,77.3485
4204344,West Bengal,23.1787,87.3385
4204345,Karnataka,17.5215,77.2958
4204346,Punjab,30.4654,74.4291
4204347,Tamil Nadu,11.5033,78.0562
4204348,Kerala,11.3015,76.3052
4204349,West Bengal,23.16,86.9883
4204350,Uttar Pradesh,26.1392,81.1296
4204351,Tamil Nadu,11.0698,78.4658
4204352,Odisha,19.2497,84.8814
4204353,Andhra Pradesh,13.8383,77.5615
4204354,Tamil Nadu,8.7126,77.3835
4204355,West Bengal,23.9594,87.7483
4204356,Maharashtra,19.207,73.1818
4204357,Rajasthan,28.0115,75.8806
4204358,Karnataka,15.6409,74.5043
4204359,Odisha,20.3206,86.0308
4204360,Haryana,30.272,76.6342
4204361,Himachal Pradesh,32.3743,75.8841
4204362,Uttar Pradesh,26.3945,82.9516
4204363,Andhra Pradesh,15.5799,79.109
4204364,Uttar Pradesh,29.2898,77.474
4204365,West Bengal,25.0173,88.1894
4204366,Odisha,20.6162,86.5718
4204367,Tamil Nadu,9.4093,78.3677
4204368,West Bengal,23.3097,87.9272
4204369,Uttar Pradesh,26.8685,83.9984
4204370,Rajasthan,28.0986,75.8341
4204371,West Bengal,26.3189,89.455
4204372,Uttar Pradesh,29.4403,78.4285
4204373,Telangana,17.9558,78.1316
4204374,Uttar Pradesh,26.2514,82.0766
4204375,Andhra Pradesh,15.2107,79.9014
4204376,Andhra Pradesh,17.0897,81.8706
4204377,Madhya Pradesh,24.4481,82.1722
4204378,Uttar Pradesh,26.538,81.5246
4204379,Karnataka,15.7338,75.9626
4204380,Uttar Pradesh,28.5077,78.9287
4204381,Madhya Pradesh,26.4899,77.9811
4204382,Madhya Pradesh,25.8218,77.7313
4204383,Uttar Pradesh,26.0115,83.5672
4204384,West Bengal,22.7902,88.6389
4204385,Uttar Pradesh,27.0091,78.8751
4204386,West Bengal,26.633,89.0727
4204387,Andhra Pradesh,15.9672,80.2773
4204388,Uttar Pradesh,25.729,84.5157
4204389,Odisha,20.271,85.4451
4204390,Uttar Pradesh,26.3686,83.4681
4204391,Odisha,19.9927,85.9363
4204392,Uttar Pradesh,26.7827,80.8814
4204393,Tamil Nadu,11.0287,76.997
4204394,Uttar Pradesh,28.3371,79.251
4204395,Telangana,17.4224,78.5052
4204396,Rajasthan,26.4813,77.0157
4204397,Odisha,20.8659,84.2334
4204398,Tamil Nadu,13.1085,80.2076
4204399,West Bengal,23.6722,87.0351
4204400,Odisha,21.7714,87.1232
4204401,Maharashtra,17.0317,74.8279
4204402,Odisha,19.4186,84.6762
4204403,Uttar Pradesh,29.7157,77.4213
4204404,Uttar Pradesh,26.8082,81.0087
4204405,Uttar Pradesh,27.1214,81.0943
4204406,Odisha,21.2269,83.2778
4204407,Uttar Pradesh,27.5514,78.7295
4204408,Uttar Pradesh,30.112,77.6167
4204409,Andhra Pradesh,14.8332,79.5774
4204410,Uttar Pradesh,26.1247,81.5833
4204411,Himachal Pradesh,31.7732,76.6117
4204412,Andhra Pradesh,13.3635,78.5692
4204413,West Bengal,23.5525,88.4717
4204414,Uttarakhand,29.6949,79.9772
4204415,Odisha,20.3177,82.6074
4204416,West Bengal,23.0874,88.2056
4204417,West Bengal,26.1331,89.4733
4204418,Rajasthan,23.8159,74.864
4204419,Haryana,30.2123,77.1023
4204420,West Bengal,21.9389,87.5321
4204421,Chhattisgarh,21.888,82.6593
4204422,Andhra Pradesh,16.9712,82.2347
4204423,West Bengal,26.3509,89.4102
4204424,Tamil Nadu,11.413,76.7042
4204425,Andhra Pradesh,18.4958,83.3676
4204426,Odisha,20.376,85.2731
4204427,Uttar Pradesh,25.9098,81.293
4204428,Karnataka,15.1417,76.9014
4204429,Karnataka,14.6337,74.3036
4204430,Andhra Pradesh,16.5518,81.2114
4204431,Uttar Pradesh,26.4662,81.8897
4204432,West Bengal,22.5747,88.3679
4204433,West Bengal,22.7569,88.3424
4204434,West Bengal,24.4324,87.7955
4204435,Karnataka,15.8734,74.5211
4204436,Odisha,21.701,86.0831
4204437,Jharkhand,25.0395,87.7397
4204438,West Bengal,22.8666,88.7085
4204439,West Bengal,21.9947,87.2743
4204440,Uttar Pradesh,27.5058,78.8707
4204441,Tamil Nadu,12.3234,79.205
4204442,Uttar Pradesh,29.2535,77.2768
4204443,Tamil Nadu,11.1192,77.4126
4204444,Andhra Pradesh,18.2964,83.8817
4204445,Uttar Pradesh,25.6272,82.5476
4204446,Maharashtra,19.9388,73.3405
4204447,Rajasthan,25.4811,71.0726
4204448,Bihar,24.5492,86.3992
4204449,Madhya Pradesh,21.981,79.5292
4204450,Uttar Pradesh,27.0287,79.9259
4204451,West Bengal,22.5211,88.936
4204452,Odisha,20.4153,85.381
4204453,Odisha,21.644,84.0497
4204454,Karnataka,16.4184,75.8473
4204455,Uttar Pradesh,26.3399,82.5899
4204456,West Bengal,26.6012,89.1316
4204457,Uttar Pradesh,27.7359,78.5711
4204458,Uttar Pradesh,27.1793,77.8077
4204459,Uttar Pradesh,27.3394,80.8046
4204460,West Bengal,23.2813,88.5083
4204461,Uttar Pradesh,27.0012,80.6845
4204462,Jharkhand,23.5163,86.3185
4204463,Maharashtra,19.1901,73.8215
4204464,Odisha,22.0082,84.0951
4204465,Karnataka,11.9955,77.0419
4204466,Maharashtra,17.3332,74.1484
4204467,Jharkhand,24.3888,84.1669
4204468,Maharashtra,20.5165,78.9736
4204469,Bihar,26.3619,87.6426
4204470,Haryana,28.4456,76.7864
4204471,Uttar Pradesh,25.102,83.0538
4204472,Gujarat,21.2623,70.2568
4204473,Andhra Pradesh,16.2322,80.0429
4204474,Tamil Nadu,10.8769,78.8163
4204475,Jharkhand,23.9047,84.1673
4204476,Karnataka,13.0629,77.4677
4204477,Gujarat,23.0792,69.5944
4204478,Rajasthan,27.7255,76.363
4204479,West Bengal,21.9234,87.318
4204480,Uttar Pradesh,26.3369,81.458
4204481,West Bengal,23.6393,86.8698
4204482,Uttar Pradesh,25.3598,83.124
4204483,Odisha,21.5184,86.8843
4204484,Uttar Pradesh,27.8715,77.7207
4204485,Karnataka,15.9131,76.7587
4204486,Haryana,30.1921,76.9784
4204487,Telangana,17.7097,80.3181
4204488,Uttar Pradesh,27.5752,80.6537
4204489,Uttar Pradesh,25.2486,82.1281
4204490,Punjab,30.5951,76.6321
4204491,Maharashtra,21.2905,79.083
4204492,Andhra Pradesh,16.3892,81.5171
4204493,West Bengal,22.8946,88.3289
4204494,Maharashtra,21.3981,78.7425
4204495,Telangana,16.7491,77.9941
4204496,Odisha,20.3347,83.3372
4204497,Maharashtra,17.8171,75.1167
4204498,Uttar Pradesh,27.9474,81.7142
4204499,Odisha,21.4107,84.8024
4204500,Uttar Pradesh,27.4157,81.8919
4204501,Odisha,21.1875,83.8697
4204502,Karnataka,13.8531,76.0195
4204503,Assam,26.7135,91.6532
4204504,West Bengal,23.0384,87.1663
4204505,Jharkhand,24.1593,83.8072
4204506,Rajasthan,24.2594,76.7466
4204507,West Bengal,22.0017,88.6032
4204508,Odisha,19.8619,85.2709
4204509,Uttar Pradesh,27.0068,83.8253
4204510,Karnataka,12.6642,76.6479
4204511,Uttar Pradesh,27.3987,80.128
4204512,Uttar Pradesh,27.6591,82.0664
4204513,Uttar Pradesh,28.4722,78.573
4204514,Andhra Pradesh,17.5112,82.8722
4204515,Uttar Pradesh,27.2327,83.3676
4204516,Bihar,26.2634,87.9096
4204517,Andhra Pradesh,15.4784,77.3879
4204518,Odisha,20.4684,82.9178
4204519,Rajasthan,28.1403,75.9504
4204520,Odisha,19.9781,86.2999
4204521,Tamil Nadu,11.2031,79.0039
4204522,Maharashtra,19.1109,72.8254
4204523,Odisha,19.9793,84.8087
4204524,Uttar Pradesh,27.5468,82.2666
4204525,Tamil Nadu,8.342,77.2153
4204526,Uttar Pradesh,28.0614,78.4156
4204527,West Bengal,22.5945,87.0208
4204528,Andhra Pradesh,16.5789,80.685
4204529,Odisha,20.2041,86.432
4204530,Uttar Pradesh,27.1952,81.1097
4204531,West Bengal,22.2604,87.1571
4204532,Uttar Pradesh,27.964,81.5633
4204533,Kerala,9.9037,76.5173
4204534,Tamil Nadu,8.2369,77.302
4204535,Uttar Pradesh,28.0773,80.4695
4204536,Odisha,20.3801,85.7899
4204537,West Bengal,22.1545,87.7412
4204538,Andhra Pradesh,17.1042,82.2384
4204539,West Bengal,22.3822,87.9753
4204540,Karnataka,15.1887,75.8032
4204541,West Bengal,26.3116,89.7364
4204542,Odisha,21.9132,84.3877
4204543,West Bengal,26.1212,89.5098
4204544,Odisha,20.6009,84.567
4204545,Uttar Pradesh,28.7114,77.6548
4204546,West Bengal,22.9955,88.7453
4204547,Bihar,26.1908,87.9847
4204548,Jharkhand,24.039,84.4749
4204549,Tamil Nadu,10.6796,78.1102
4204550,Madhya Pradesh,23.6034,75.8147
4204551,West Bengal,23.2932,86.4895
4204552,West Bengal,22.5245,88.2469
4204553,West Bengal,22.7984,86.9517
4204554,Odisha,20.3463,86.053
4204555,Uttar Pradesh,29.8392,77.631
4204556,Andhra Pradesh,14.0543,78.7503
4204557,Uttar Pradesh,29.0611,79.0657
4204558,Telangana,16.9861,77.7121
4204559,Maharashtra,19.1283,72.8326
4204560,West Bengal,21.937,87.8198
4204561,Uttar Pradesh,26.2198,83.3816
4204562,Karnataka,15.955,76.0546
4204563,Maharashtra,18.5005,73.8616
4204564,West Bengal,23.992,87.8462
4204565,Karnataka,13.2123,78.3678
4204566,Uttar Pradesh,25.5759,83.2111
4204567,Tamil Nadu,12.4824,78.1223
4204568,Odisha,20.8346,84.2928
4204569,Bihar,26.1577,87.2668
4204570,West Bengal,23.253,85.8539
4204571,Odisha,21.4948,84.095
4204572,Uttar Pradesh,29.1981,77.3655
4204573,Gujarat,22.3603,70.9432
4204574,West Bengal,22.4822,88.344
4204575,Tamil Nadu,12.7316,77.8256
4204576,Andhra Pradesh,18.2807,83.3368
4204577,Andhra Pradesh,18.6004,83.7671
4204578,Gujarat,21.9645,70.7995
4204579,Maharashtra,18.7408,73.2888
4204580,Rajasthan,26.7861,76.6715
4204581,Haryana,28.2028,76.617
4204582,Andhra Pradesh,14.4076,78.5262
4204583,Odisha,18.5358,82.7071
4204584,Madhya Pradesh,22.5351,79.4133
4204585,West Bengal,22.936,88.3463
4204586,West Bengal,26.3079,89.5676
4274794,Kerala,11.8775,75.3666
4274795,Kerala,11.8775,75.3666
4274796,Kerala,12.3254,75.3598
4274797,Rajasthan,26.6697,75.3564
4274798,Maharashtra,20.665,75.3479
4274799,Madhya Pradesh,21.8549,75.3345
4274800,Maharashtra,20.5051,75.3439
4274801,Jammu and Kashmir,33.756,75.3438
4274802,Madhya Pradesh,24.0136,75.3436
4274803,Haryana,29.3844,75.341
4274804,Jammu and Kashmir,32.8641,75.3382
4274805,Punjab,31.0746,75.3363
4274806,Maharashtra,19.8738,75.3314
4274807,Rajasthan,25.1671,75.3276
4274808,Maharashtra,19.8886,75.3205
4274809,Rajasthan,29.182,75.3168
4274810,Maharashtra,18.7349,75.3153
4274811,Jammu and Kashmir,32.809,75.3139
4274812,Jammu and Kashmir,32.809,75.3139
4274813,Jammu and Kashmir,32.8753,75.3067
4274814,Rajasthan,26.7433,75.2963
4204587,West Bengal,26.2934,89.3401
4204588,Uttar Pradesh,29.0999,77.2813
4204589,Uttar Pradesh,27.9516,80.5016
4204590,Tamil Nadu,13.1656,79.6739
4204591,Andhra Pradesh,13.4191,79.4471
4204592,Tamil Nadu,11.6815,78.279
4204593,Haryana,30.2966,76.9995
4204594,West Bengal,26.4398,89.8363
4204595,Uttar Pradesh,28.7705,78.556
4204596,West Bengal,26.344,89.4535
4204597,Maharashtra,16.906,75.1372
4204598,Uttar Pradesh,27.6384,80.3573
4204599,Odisha,20.0927,84.2592
4204600,Andhra Pradesh,13.3088,78.6027
4204601,Odisha,19.976,86.1951
4204602,West Bengal,26.6677,89.029
4204603,Uttar Pradesh,24.6643,83.0598
4204604,Uttar Pradesh,26.2081,81.2463
4204605,Maharashtra,17.6879,74.0067
4204606,Maharashtra,18.4765,73.7954
4204607,Uttar Pradesh,27.6108,79.2767
4204608,Tamil Nadu,12.5096,78.4018
4204609,Tamil Nadu,11.8609,78.0178
4204610,Uttar Pradesh,26.4875,82.2077
4204611,Uttar Pradesh,28.5819,78.5678
4204612,West Bengal,24.1991,88.347
4204613,Madhya Pradesh,21.9135,79.7535
4204614,West Bengal,22.1896,87.9453
4204615,Odisha,19.9113,83.1492
4204616,Uttar Pradesh,27.7356,81.6273
4204617,Andhra Pradesh,14.3988,79.8338
4204618,Odisha,22.0533,84.2506
4204619,Himachal Pradesh,31.185,77.0404
4204620,Maharashtra,18.5884,73.8746
4204621,Karnataka,13.4835,77.7921
4204622,Karnataka,13.6256,75.1532
4204623,Uttar Pradesh,25.2771,83.1356
4204624,Uttar Pradesh,29.2527,78.0019
4204625,Odisha,20.8148,83.1814
4204626,West Bengal,26.123,89.4966
4204627,Uttar Pradesh,29.1783,78.8896
4204628,Maharashtra,17.2941,73.2193
4204629,Uttar Pradesh,28.55,78.5758
4204630,West Bengal,22.604,88.6797
4204631,Himachal Pradesh,31.8154,76.2485
4204632,West Bengal,22.3473,88.0043
4204633,Odisha,20.6125,83.0891
4204634,Rajasthan,24.7479,75.2928
4204635,West Bengal,23.1699,87.163
4204636,Andhra Pradesh,13.386,78.9833
4204637,Madhya Pradesh,23.3052,75.2149
4204638,Tamil Nadu,11.08,77.2485
4204639,West Bengal,26.0911,89.5752
4204640,Bihar,25.7472,86.6752
4204641,Tamil Nadu,12.5655,77.9401
4204642,Goa,15.3231,73.9052
4204643,Maharashtra,19.4571,72.8109
4204644,Uttar Pradesh,27.7382,81.3316
4204645,Madhya Pradesh,24.3434,74.8167
4204646,Karnataka,13.908,75.577
4204647,Uttar Pradesh,26.1171,81.9524
4204648,Karnataka,14.4308,75.4132
4204649,West Bengal,26.2964,89.3253
4204650,Tamil Nadu,11.2475,77.2244
4204651,Gujarat,23.2347,72.6574
4204652,Andhra Pradesh,15.173,79.8236
4204653,Uttar Pradesh,26.4555,81.6226
4204654,Maharashtra,19.1722,75.5082
4204655,Tamil Nadu,10.6546,78.6759
4204656,Telangana,17.3146,77.7791
4204657,Bihar,24.7432,84.6744
4204658,Uttar Pradesh,27.1892,83.2251
4204659,Maharashtra,16.7075,74.2662
4204660,West Bengal,26.3523,89.7651
4204661,Chandigarh,30.7176,76.7693
4204662,Jharkhand,24.4739,86.8033
4204663,Andhra Pradesh,14.5644,77.7782
4204664,Madhya Pradesh,23.6474,79.2145
4204665,West Bengal,26.4957,89.3797
4204666,Rajasthan,27.2564,77.6044
4204667,Odisha,19.3267,83.9886
4204668,Andhra Pradesh,16.628,80.1187
4204669,Uttar Pradesh,27.1185,81.5427
4204670,Andhra Pradesh,14.9998,78.9906
4204671,Gujarat,22.6108,70.9431
4204672,West Bengal,23.0958,88.4683
4204673,Andhra Pradesh,17.9627,82.9564
4204674,West Bengal,23.6915,86.9544
4204675,West Bengal,26.4283,89.4152
4204676,Haryana,28.7639,75.9466
4204677,Uttar Pradesh,27.4373,81.301
4204678,Odisha,21.3111,86.6186
4204679,West Bengal,22.674,87.2365
4204680,Uttarakhand,29.2155,79.529
4204681,Odisha,20.9936,83.7713
4204682,West Bengal,24.0418,88.1753
4204683,Himachal Pradesh,31.2958,76.915
4204684,Odisha,22.2555,84.8904
4204685,West Bengal,23.2585,87.1378
4204686,West Bengal,23.1705,87.5299
4204687,Uttar Pradesh,26.6013,83.2913
4204688,West Bengal,24.2905,88.2936
4204689,Uttar Pradesh,27.7833,81.5529
4204690,Tamil Nadu,13.1212,80.2331
4204691,Andhra Pradesh,18.9014,84.5515
4204692,Assam,26.4774,92.7962
4204693,Bihar,25.2857,87.7916
4204694,Maharashtra,20.7608,74.2511
4204695,Jharkhand,22.8777,86.3599
4204696,Madhya Pradesh,25.0161,81.5001
4204697,Odisha,21.394,84.2681
4204698,Tamil Nadu,10.3368,77.9249
4204699,Maharashtra,19.7408,74.7869
4204700,Uttar Pradesh,28.8672,77.2809
4204701,Bihar,25.9955,84.6882
4204702,Maharashtra,17.0258,74.403
4204703,Bihar,26.2332,84.2059
4204704,Gujarat,23.2092,72.6418
4204705,Punjab,30.416,74.2915
4204706,Rajasthan,25.4893,71.0759
4204707,Uttar Pradesh,25.4092,83.7786
4204708,West Bengal,22.9346,88.3651
4204709,West Bengal,26.8814,88.8053
4204710,Tamil Nadu,9.8409,77.3843
4204711,Bihar,25.6677,85.2539
4204712,Tamil Nadu,10.669,79.4481
4204713,Uttar Pradesh,27.0816,80.8976
4204714,Uttar Pradesh,25.3175,80.3902
4204715,Uttar Pradesh,26.7831,81.6086
4204716,Haryana,28.5522,76.3514
4204717,Karnataka,13.3589,74.7574
4204718,Uttar Pradesh,26.2818,83.7221
4204719,Gujarat,21.7261,71.386
4204720,West Bengal,22.7951,87.7524
4204721,Karnataka,16.8611,77.4408
4204722,West Bengal,22.5143,88.3528
4204723,Odisha,22.3335,86.136
4204724,West Bengal,23.365,87.4177
4204725,Tamil Nadu,10.399,79.0393
4204726,Odisha,20.9538,86.7041
4204727,Gujarat,22.9433,70.6904
4204728,West Bengal,26.515,89.6383
4204729,West Bengal,22.8381,88.6178
4204730,Uttar Pradesh,26.7153,79.3485
4204731,Tamil Nadu,12.1099,79.2455
4204732,Uttar Pradesh,25.46,83.7049
4204733,Andhra Pradesh,18.488,83.9071
4204734,Rajasthan,27.0364,77.5429
4204735,Uttar Pradesh,26.9528,78.3719
4204736,Karnataka,12.8528,76.8599
4204737,Gujarat,20.8085,73.1569
4204738,Andhra Pradesh,18.7519,83.8946
4204739,Telangana,18.1616,79.5726
4204740,Odisha,22.1081,86.5816
4204741,Tamil Nadu,11.7224,77.8768
4204742,Odisha,18.8264,84.0751
4204743,Odisha,19.996,85.7259
4204744,Maharashtra,20.5028,74.4622
4204745,Uttar Pradesh,25.3987,83.4799
4204746,West Bengal,22.8724,87.027
4204747,Tamil Nadu,11.1813,77.2538
4204748,Rajasthan,27.8094,75.3129
4204749,Odisha,20.1456,86.3847
4204750,Rajasthan,25.1344,74.209
4204751,Gujarat,21.8033,71.5136
4204752,Bihar,26.2572,87.8036
4204753,West Bengal,22.6353,87.4946
4204754,Uttar Pradesh,28.5447,77.9321
4204755,Karnataka,13.7661,76.2108
4204756,West Bengal,23.4821,88.7771
4204757,Andhra Pradesh,15.8258,78.0266
4204758,West Bengal,22.2657,87.5024
4204759,Andhra Pradesh,18.6065,84.2333
4204760,Tamil Nadu,10.4301,77.8683
4204761,West Bengal,23.324,88.6805
4204762,Uttarakhand,29.374,79.3197
4204763,Andhra Pradesh,16.0022,79.4559
4204764,Odisha,20.2743,85.2326
4204765,Bihar,25.6091,86.3294
4204766,Uttar Pradesh,25.8032,83.5646
4204767,Andhra Pradesh,18.1848,83.3701
4204768,Uttar Pradesh,26.9244,81.0419
4204769,West Bengal,22.5097,88.3335
4204770,Uttar Pradesh,26.604,82.3096
4204771,Rajasthan,26.7961,78.5341
4204772,Andhra Pradesh,15.3401,79.3474
4204773,Tamil Nadu,10.2903,79.2042
4204774,Gujarat,23.3039,72.2921
4204775,Madhya Pradesh,23.2825,80.7841
4204776,West Bengal,22.818,88.9427
4204777,Maharashtra,17.0932,74.37
4204778,West Bengal,21.7399,87.6939
4204779,West Bengal,25.085,88.0905
4204780,Andhra Pradesh,15.1634,79.7279
4204781,Maharashtra,16.7238,74.4362
4204782,Uttar Pradesh,27.0638,80.513
4204783,West Bengal,23.0313,86.9698
4204784,Karnataka,13.5205,75.3019
4204785,West Bengal,22.7898,87.9135
4204786,Odisha,20.3662,86.3752
4204787,Uttar Pradesh,28.4156,77.7619
4204788,Uttar Pradesh,28.8849,77.6139
4204789,Andhra Pradesh,16.2096,81.0438
4204790,West Bengal,22.3058,87.5518
4204791,Kerala,10.7952,76.5634
4204792,Uttar Pradesh,26.1768,81.3805
4204793,West Bengal,22.6986,88.613
4204794,Bihar,24.9352,86.4319
4204795,Odisha,19.8096,85.3192
4204796,Odisha,21.77,85.9993
4204797,Karnataka,12.7811,74.8925
4204798,West Bengal,24.2677,88.2377
4204799,Karnataka,13.5995,77.727
4204800,Karnataka,16.4906,75.8761
4204801,Uttar Pradesh,29.7793,77.2579
4204802,Karnataka,17.3935,76.5848
4204803,Andhra Pradesh,16.9052,80.2177
4204804,Uttar Pradesh,29.5105,77.8833
4204805,West Bengal,23.7713,88.1117
4204806,West Bengal,25.9357,88.0423
4204807,Jharkhand,23.5405,85.9324
4204808,Uttar Pradesh,26.4478,81.7438
4204809,Uttar Pradesh,29.0146,77.8324
4204810,Madhya Pradesh,25.0755,77.8742
4204811,Tamil Nadu,12.233,78.2241
4204812,Andhra Pradesh,15.7359,79.2688
4204813,Maharashtra,19.0837,75.7675
4204814,Andhra Pradesh,16.7272,80.7538
4204815,West Bengal,22.6807,87.8729
4204816,Maharashtra,17.1604,73.2954
4204817,Andhra Pradesh,17.8992,83.1877
4204818,Tamil Nadu,10.7038,77.5988
4204819,Uttar Pradesh,25.7272,82.4662
4204820,Uttar Pradesh,27.579,78.6098
4204821,West Bengal,23.1037,87.2713
4204822,Uttar Pradesh,28.7513,79.7286
4204823,Karnataka,13.6922,77.8158
4204824,Tamil Nadu,10.5958,78.0799
4204825,Tamil Nadu,11.521,78.6649
4204826,West Bengal,26.4805,89.5235
4204827,Uttar Pradesh,28.7175,78.2115
4204828,Maharashtra,16.7199,74.2374
4204829,Uttar Pradesh,26.6549,83.2504
4204830,Uttar Pradesh,27.3668,78.37
4204831,Odisha,20.0714,82.5734
4204832,Uttar Pradesh,29.5692,77.7691
4204833,Uttarakhand,29.9242,78.1375
4204834,Uttar Pradesh,27.2924,80.4451
4204835,Tamil Nadu,8.8112,78.1616
4204836,Tamil Nadu,11.2408,77.9263
4204837,Uttar Pradesh,26.0951,83.6081
4204838,Maharashtra,21.53,73.9325
4204839,Maharashtra,16.6623,74.2391
4204840,West Bengal,22.6054,88.4229
4204841,Maharashtra,18.6075,73.7674
4204842,Uttar Pradesh,27.7501,78.3172
4204843,West Bengal,22.0118,87.2521
4204844,West Bengal,22.7176,88.4211
4204845,Andhra Pradesh,12.6556,78.4413
4204846,Assam,26.6003,93.9852
4204847,Odisha,20.4157,85.5332
4204848,Uttar Pradesh,26.8814,83.5162
4204849,Punjab,30.5715,74.9223
4204850,West Bengal,26.2418,89.2998
4204851,Uttar Pradesh,29.061,78.6269
4204852,Maharashtra,16.8286,74.5872
4204853,Uttar Pradesh,25.671,81.5339
4204854,Odisha,20.7236,84.5368
4204855,Maharashtra,18.8903,74.3457
4204856,Tamil Nadu,11.5452,78.4775
4204857,Uttar Pradesh,27.1102,83.7821
4204858,Rajasthan,27.5864,76.0759
4204859,Telangana,17.4355,78.5268
4204860,Andhra Pradesh,17.897,83.1859
4204861,Odisha,21.1474,84.8777
4204862,Uttar Pradesh,25.399,82.072
4204863,Karnataka,14.676,75.4869
4204864,Uttar Pradesh,26.6091,83.4629
4204865,West Bengal,25.2969,87.9479
4204866,Andhra Pradesh,17.8713,82.3498
4204867,Andhra Pradesh,13.3882,79.794
4204868,Andhra Pradesh,15.256,80.0224
4204869,Maharashtra,19.2163,73.0392
4204870,Uttar Pradesh,25.5766,82.5045
4204871,West Bengal,22.4918,88.3837
4204872,Uttar Pradesh,26.8617,77.6049
4204873,Andhra Pradesh,14.6698,77.861
4204874,Uttar Pradesh,27.134,81.6983
4204875,Odisha,22.0794,83.6004
4204876,West Bengal,24.2208,88.3727
4204877,Uttar Pradesh,25.5399,81.583
4204878,Andhra Pradesh,18.2705,83.8039
4204879,Karnataka,13.6951,77.6356
4204880,Odisha,19.9031,84.7977
4204881,Gujarat,22.4832,72.979
4204882,Karnataka,15.0708,75.7299
4204883,Tamil Nadu,10.9911,78.2498
4204884,Odisha,21.8822,84.2614
4204885,Kerala,9.9631,76.4667
4204886,Karnataka,15.7231,76.3929
4204887,West Bengal,26.3156,89.3017
4204888,Tamil Nadu,8.19,77.2507
4204889,Madhya Pradesh,24.5695,80.5847
4204890,Gujarat,23.0415,72.6429
4204891,West Bengal,23.1562,87.4323
4204892,Uttar Pradesh,26.5419,81.2456
4204893,Uttar Pradesh,28.4924,78.7669
4204894,West Bengal,22.7165,87.6115
4204895,Uttar Pradesh,29.1917,77.2847
4204896,Bihar,26.3245,87.2233
4204897,Uttar Pradesh,28.9088,77.942
4204898,Karnataka,15.96,75.5701
4204899,West Bengal,22.4652,88.9939
4204900,Haryana,28.4329,77.4086
4204901,Uttar Pradesh,28.1717,79.5762
4204902,Uttar Pradesh,25.4665,80.8287
4204903,Tamil Nadu,10.9871,78.3369
4204904,West Bengal,23.246,88.4348
4204905,Andhra Pradesh,14.9109,78.0026
4204906,West Bengal,24.0147,88.4075
4204907,Uttar Pradesh,28.9535,78.2593
4204908,Tamil Nadu,9.6968,78.4566
4204909,West Bengal,22.6605,88.3842
4204910,Maharashtra,20.4591,76.4613
4204911,West Bengal,26.5399,89.7739
4204912,West Bengal,22.9063,86.8511
4204913,Odisha,20.9713,86.6709
4204914,Andhra Pradesh,16.8142,81.526
4204915,West Bengal,26.1693,89.4277
4204916,Uttar Pradesh,28.6671,79.6791
4204917,Jharkhand,24.0171,86.06
4204918,West Bengal,23.4233,87.8172
4204919,Uttar Pradesh,27.6918,78.3708
